Departing_Port,Arriving_Port,Airline,Month_Start,Flights,Departures_Delayed,Arrivals_Delayed
Port Hedland,Perth,Virgin Australia Regional Airlines,2016-11-01,26,1.0,2.0
Adelaide,Brisbane,Jetstar,2016-12-01,31,11.0,9.0
Adelaide,Gold Coast,Jetstar,2016-12-01,30,4.0,5.0
Adelaide,Melbourne,Jetstar,2016-12-01,121,51.0,50.0
Adelaide,Perth,Jetstar,2016-12-01,31,5.0,5.0
Adelaide,Sydney,Jetstar,2016-12-01,133,48.0,31.0
Ayers Rock,Sydney,Jetstar,2016-12-01,21,5.0,6.0
Ballina,Sydney,Jetstar,2016-12-01,89,37.0,21.0
Brisbane,Adelaide,Jetstar,2016-12-01,31,1.0,1.0
Brisbane,Cairns,Jetstar,2016-12-01,129,41.0,29.0
Brisbane,Darwin,Jetstar,2016-12-01,26,7.0,2.0
Brisbane,Hobart,Jetstar,2016-12-01,31,2.0,3.0
Brisbane,Mackay,Jetstar,2016-12-01,35,20.0,14.0
Brisbane,Melbourne,Jetstar,2016-12-01,149,55.0,49.0
Brisbane,Newcastle,Jetstar,2016-12-01,91,28.0,28.0
Brisbane,Proserpine,Jetstar,2016-12-01,40,16.0,10.0
Brisbane,Sydney,Jetstar,2016-12-01,178,65.0,62.0
Brisbane,Townsville,Jetstar,2016-12-01,47,12.0,10.0
Cairns,Brisbane,Jetstar,2016-12-01,128,32.0,34.0
Cairns,Melbourne,Jetstar,2016-12-01,105,32.0,41.0
Cairns,Sydney,Jetstar,2016-12-01,113,28.0,33.0
Darwin,Brisbane,Jetstar,2016-12-01,25,7.0,6.0
Darwin,Melbourne,Jetstar,2016-12-01,29,18.0,14.0
Darwin,Sydney,Jetstar,2016-12-01,29,11.0,10.0
Gold Coast,Adelaide,Jetstar,2016-12-01,30,4.0,3.0
Gold Coast,Melbourne,Jetstar,2016-12-01,229,59.0,51.0
Gold Coast,Sydney,Jetstar,2016-12-01,328,97.0,92.0
Hamilton Island,Sydney,Jetstar,2016-12-01,31,15.0,13.0
Hobart,Brisbane,Jetstar,2016-12-01,31,9.0,6.0
Hobart,Melbourne,Jetstar,2016-12-01,224,109.0,99.0
Hobart,Sydney,Jetstar,2016-12-01,122,41.0,45.0
Launceston,Melbourne,Jetstar,2016-12-01,188,81.0,72.0
Launceston,Sydney,Jetstar,2016-12-01,87,41.0,33.0
Mackay,Brisbane,Jetstar,2016-12-01,35,19.0,20.0
Melbourne,Adelaide,Jetstar,2016-12-01,122,75.0,78.0
Melbourne,Brisbane,Jetstar,2016-12-01,148,67.0,52.0
Melbourne,Cairns,Jetstar,2016-12-01,106,35.0,24.0
Melbourne,Darwin,Jetstar,2016-12-01,29,11.0,10.0
Melbourne,Gold Coast,Jetstar,2016-12-01,231,64.0,68.0
Melbourne,Hobart,Jetstar,2016-12-01,225,87.0,86.0
Melbourne,Launceston,Jetstar,2016-12-01,188,68.0,60.0
Melbourne,Newcastle,Jetstar,2016-12-01,117,47.0,42.0
Melbourne,Perth,Jetstar,2016-12-01,58,18.0,14.0
Melbourne,Sunshine Coast,Jetstar,2016-12-01,92,34.0,29.0
Melbourne,Sydney,Jetstar,2016-12-01,381,155.0,161.0
Newcastle,Brisbane,Jetstar,2016-12-01,92,23.0,27.0
Newcastle,Melbourne,Jetstar,2016-12-01,116,38.0,43.0
Perth,Adelaide,Jetstar,2016-12-01,31,10.0,7.0
Perth,Melbourne,Jetstar,2016-12-01,57,20.0,16.0
Perth,Sydney,Jetstar,2016-12-01,30,13.0,8.0
Proserpine,Brisbane,Jetstar,2016-12-01,40,14.0,15.0
Sunshine Coast,Melbourne,Jetstar,2016-12-01,91,41.0,36.0
Sunshine Coast,Sydney,Jetstar,2016-12-01,120,48.0,48.0
Sydney,Adelaide,Jetstar,2016-12-01,134,51.0,48.0
Sydney,Ayers Rock,Jetstar,2016-12-01,22,4.0,4.0
Sydney,Ballina,Jetstar,2016-12-01,90,19.0,23.0
Sydney,Brisbane,Jetstar,2016-12-01,178,76.0,65.0
Sydney,Cairns,Jetstar,2016-12-01,114,35.0,23.0
Sydney,Darwin,Jetstar,2016-12-01,29,8.0,7.0
Sydney,Gold Coast,Jetstar,2016-12-01,327,77.0,72.0
Sydney,Hamilton Island,Jetstar,2016-12-01,31,11.0,10.0
Sydney,Hobart,Jetstar,2016-12-01,122,33.0,26.0
Sydney,Launceston,Jetstar,2016-12-01,89,21.0,17.0
Sydney,Melbourne,Jetstar,2016-12-01,375,176.0,164.0
Sydney,Perth,Jetstar,2016-12-01,31,9.0,9.0
Sydney,Sunshine Coast,Jetstar,2016-12-01,122,35.0,30.0
Sydney,Townsville,Jetstar,2016-12-01,28,19.0,16.0
Townsville,Brisbane,Jetstar,2016-12-01,47,15.0,12.0
Townsville,Sydney,Jetstar,2016-12-01,28,18.0,16.0
Adelaide,Alice Springs,Qantas,2016-12-01,31,0.0,2.0
Adelaide,Brisbane,Qantas,2016-12-01,98,17.0,16.0
Adelaide,Canberra,Qantas,2016-12-01,43,1.0,1.0
Adelaide,Melbourne,Qantas,2016-12-01,263,51.0,63.0
Adelaide,Perth,Qantas,2016-12-01,96,16.0,13.0
Adelaide,Sydney,Qantas,2016-12-01,234,18.0,14.0
Alice Springs,Adelaide,Qantas,2016-12-01,31,3.0,2.0
Brisbane,Adelaide,Qantas,2016-12-01,98,22.0,16.0
Brisbane,Cairns,Qantas,2016-12-01,119,9.0,6.0
Brisbane,Canberra,Qantas,2016-12-01,83,6.0,6.0
Brisbane,Darwin,Qantas,2016-12-01,48,2.0,1.0
Brisbane,Hobart,Qantas,2016-12-01,2,0.0,0.0
Brisbane,Melbourne,Qantas,2016-12-01,423,67.0,94.0
Brisbane,Perth,Qantas,2016-12-01,134,14.0,14.0
Brisbane,Sydney,Qantas,2016-12-01,629,81.0,92.0
Brisbane,Townsville,Qantas,2016-12-01,72,13.0,12.0
Cairns,Brisbane,Qantas,2016-12-01,120,6.0,10.0
Cairns,Melbourne,Qantas,2016-12-01,38,8.0,15.0
Cairns,Sydney,Qantas,2016-12-01,80,7.0,6.0
Canberra,Adelaide,Qantas,2016-12-01,43,4.0,3.0
Canberra,Brisbane,Qantas,2016-12-01,82,0.0,1.0
Canberra,Melbourne,Qantas,2016-12-01,171,23.0,26.0
Darwin,Brisbane,Qantas,2016-12-01,48,4.0,7.0
Darwin,Melbourne,Qantas,2016-12-01,31,8.0,8.0
Darwin,Perth,Qantas,2016-12-01,33,2.0,2.0
Darwin,Sydney,Qantas,2016-12-01,54,14.0,11.0
Gold Coast,Melbourne,Qantas,2016-12-01,37,11.0,15.0
Gold Coast,Sydney,Qantas,2016-12-01,109,14.0,13.0
Hamilton Island,Melbourne,Qantas,2016-12-01,18,1.0,2.0
Hamilton Island,Sydney,Qantas,2016-12-01,21,2.0,1.0
Hobart,Brisbane,Qantas,2016-12-01,2,2.0,0.0
Hobart,Melbourne,Qantas,2016-12-01,13,3.0,4.0
Hobart,Sydney,Qantas,2016-12-01,2,0.0,0.0
Kalgoorlie,Perth,Qantas,2016-12-01,4,1.0,1.0
Karratha,Perth,Qantas,2016-12-01,9,1.0,1.0
Melbourne,Adelaide,Qantas,2016-12-01,263,38.0,47.0
Melbourne,Brisbane,Qantas,2016-12-01,424,70.0,72.0
Melbourne,Cairns,Qantas,2016-12-01,38,6.0,5.0
Melbourne,Canberra,Qantas,2016-12-01,172,24.0,21.0
Melbourne,Darwin,Qantas,2016-12-01,31,6.0,5.0
Melbourne,Gold Coast,Qantas,2016-12-01,37,8.0,9.0
Melbourne,Hamilton Island,Qantas,2016-12-01,18,1.0,1.0
Melbourne,Hobart,Qantas,2016-12-01,13,0.0,0.0
Melbourne,Perth,Qantas,2016-12-01,203,56.0,77.0
Melbourne,Sydney,Qantas,2016-12-01,860,136.0,158.0
Newman,Perth,Qantas,2016-12-01,50,3.0,3.0
Perth,Adelaide,Qantas,2016-12-01,102,4.0,4.0
Perth,Brisbane,Qantas,2016-12-01,129,19.0,14.0
Perth,Darwin,Qantas,2016-12-01,33,3.0,3.0
Perth,Kalgoorlie,Qantas,2016-12-01,4,1.0,1.0
Perth,Karratha,Qantas,2016-12-01,9,0.0,0.0
Perth,Melbourne,Qantas,2016-12-01,204,31.0,28.0
Perth,Newman,Qantas,2016-12-01,51,7.0,4.0
Perth,Port Hedland,Qantas,2016-12-01,31,3.0,2.0
Perth,Sydney,Qantas,2016-12-01,210,41.0,28.0
Port Hedland,Perth,Qantas,2016-12-01,32,6.0,5.0
Sydney,Adelaide,Qantas,2016-12-01,228,33.0,34.0
Sydney,Brisbane,Qantas,2016-12-01,632,69.0,87.0
Sydney,Cairns,Qantas,2016-12-01,80,6.0,6.0
Sydney,Darwin,Qantas,2016-12-01,53,11.0,11.0
Sydney,Gold Coast,Qantas,2016-12-01,109,9.0,11.0
Sydney,Hamilton Island,Qantas,2016-12-01,21,2.0,0.0
Sydney,Hobart,Qantas,2016-12-01,2,0.0,0.0
Sydney,Melbourne,Qantas,2016-12-01,862,143.0,217.0
Sydney,Perth,Qantas,2016-12-01,208,52.0,69.0
Townsville,Brisbane,Qantas,2016-12-01,72,8.0,7.0
Adelaide,Brisbane,QantasLink,2016-12-01,21,2.0,3.0
Adelaide,Perth,QantasLink,2016-12-01,13,3.0,2.0
Adelaide,Port Lincoln,QantasLink,2016-12-01,110,16.0,19.0
Adelaide,Sydney,QantasLink,2016-12-01,28,5.0,4.0
Albury,Sydney,QantasLink,2016-12-01,107,26.0,22.0
Alice Springs,Darwin,QantasLink,2016-12-01,44,6.0,7.0
Armidale,Sydney,QantasLink,2016-12-01,112,42.0,42.0
Brisbane,Adelaide,QantasLink,2016-12-01,21,3.0,2.0
Brisbane,Bundaberg,QantasLink,2016-12-01,133,12.0,17.0
Brisbane,Cairns,QantasLink,2016-12-01,5,1.0,0.0
Brisbane,Canberra,QantasLink,2016-12-01,66,13.0,13.0
Brisbane,Emerald,QantasLink,2016-12-01,113,18.0,16.0
Brisbane,Gladstone,QantasLink,2016-12-01,136,31.0,38.0
Brisbane,Hamilton Island,QantasLink,2016-12-01,40,6.0,4.0
Brisbane,Mackay,QantasLink,2016-12-01,108,22.0,19.0
Brisbane,Moranbah,QantasLink,2016-12-01,76,12.0,13.0
Brisbane,Mount Isa,QantasLink,2016-12-01,49,8.0,5.0
Brisbane,Newcastle,QantasLink,2016-12-01,90,19.0,18.0
Brisbane,Rockhampton,QantasLink,2016-12-01,192,36.0,27.0
Brisbane,Townsville,QantasLink,2016-12-01,69,16.0,15.0
Broome,Perth,QantasLink,2016-12-01,81,11.0,6.0
Bundaberg,Brisbane,QantasLink,2016-12-01,133,16.0,21.0
Cairns,Brisbane,QantasLink,2016-12-01,4,0.0,0.0
Cairns,Townsville,QantasLink,2016-12-01,139,2.0,3.0
Canberra,Brisbane,QantasLink,2016-12-01,67,17.0,15.0
Canberra,Melbourne,QantasLink,2016-12-01,77,12.0,15.0
Canberra,Sydney,QantasLink,2016-12-01,376,72.0,64.0
Coffs Harbour,Sydney,QantasLink,2016-12-01,150,28.0,32.0
Darwin,Alice Springs,QantasLink,2016-12-01,44,5.0,4.0
Dubbo,Sydney,QantasLink,2016-12-01,121,32.0,37.0
Emerald,Brisbane,QantasLink,2016-12-01,113,21.0,26.0
Geraldton,Perth,QantasLink,2016-12-01,42,4.0,4.0
Gladstone,Brisbane,QantasLink,2016-12-01,136,39.0,32.0
Gold Coast,Sydney,QantasLink,2016-12-01,11,6.0,8.0
Hamilton Island,Brisbane,QantasLink,2016-12-01,40,6.0,8.0
Hamilton Island,Sydney,QantasLink,2016-12-01,14,3.0,3.0
Hobart,Melbourne,QantasLink,2016-12-01,127,26.0,29.0
Hobart,Sydney,QantasLink,2016-12-01,58,8.0,9.0
Kalgoorlie,Perth,QantasLink,2016-12-01,70,17.0,11.0
Karratha,Perth,QantasLink,2016-12-01,170,16.0,12.0
Launceston,Melbourne,QantasLink,2016-12-01,116,19.0,25.0
Mackay,Brisbane,QantasLink,2016-12-01,109,17.0,22.0
Melbourne,Canberra,QantasLink,2016-12-01,75,18.0,20.0
Melbourne,Hobart,QantasLink,2016-12-01,128,27.0,31.0
Melbourne,Launceston,QantasLink,2016-12-01,117,24.0,20.0
Melbourne,Mildura,QantasLink,2016-12-01,93,20.0,24.0
Melbourne,Sunshine Coast,QantasLink,2016-12-01,9,3.0,4.0
Mildura,Melbourne,QantasLink,2016-12-01,92,19.0,19.0
Moranbah,Brisbane,QantasLink,2016-12-01,72,12.0,13.0
Mount Isa,Brisbane,QantasLink,2016-12-01,48,7.0,12.0
Newcastle,Brisbane,QantasLink,2016-12-01,92,13.0,17.0
Newman,Perth,QantasLink,2016-12-01,75,11.0,9.0
Perth,Adelaide,QantasLink,2016-12-01,13,1.0,1.0
Perth,Broome,QantasLink,2016-12-01,81,10.0,2.0
Perth,Geraldton,QantasLink,2016-12-01,42,8.0,7.0
Perth,Kalgoorlie,QantasLink,2016-12-01,70,18.0,18.0
Perth,Karratha,QantasLink,2016-12-01,172,17.0,14.0
Perth,Newman,QantasLink,2016-12-01,75,9.0,12.0
Perth,Port Hedland,QantasLink,2016-12-01,97,12.0,18.0
Port Hedland,Perth,QantasLink,2016-12-01,96,8.0,5.0
Port Lincoln,Adelaide,QantasLink,2016-12-01,111,17.0,15.0
Port Macquarie,Sydney,QantasLink,2016-12-01,127,38.0,40.0
Rockhampton,Brisbane,QantasLink,2016-12-01,193,30.0,43.0
Sunshine Coast,Melbourne,QantasLink,2016-12-01,9,3.0,3.0
Sunshine Coast,Sydney,QantasLink,2016-12-01,35,6.0,8.0
Sydney,Adelaide,QantasLink,2016-12-01,28,6.0,7.0
Sydney,Albury,QantasLink,2016-12-01,107,23.0,30.0
Sydney,Armidale,QantasLink,2016-12-01,113,41.0,49.0
Sydney,Canberra,QantasLink,2016-12-01,380,81.0,90.0
Sydney,Coffs Harbour,QantasLink,2016-12-01,149,31.0,27.0
Sydney,Dubbo,QantasLink,2016-12-01,120,35.0,38.0
Sydney,Gold Coast,QantasLink,2016-12-01,11,5.0,5.0
Sydney,Hamilton Island,QantasLink,2016-12-01,14,2.0,3.0
Sydney,Hobart,QantasLink,2016-12-01,56,9.0,10.0
Sydney,Port Macquarie,QantasLink,2016-12-01,127,44.0,45.0
Sydney,Sunshine Coast,QantasLink,2016-12-01,34,4.0,4.0
Sydney,Tamworth,QantasLink,2016-12-01,147,37.0,35.0
Sydney,Wagga Wagga,QantasLink,2016-12-01,113,22.0,28.0
Tamworth,Sydney,QantasLink,2016-12-01,145,31.0,32.0
Townsville,Brisbane,QantasLink,2016-12-01,70,16.0,23.0
Townsville,Cairns,QantasLink,2016-12-01,140,4.0,4.0
Wagga Wagga,Sydney,QantasLink,2016-12-01,113,26.0,22.0
Adelaide,Port Lincoln,Regional Express,2016-12-01,191,9.0,15.0
Albury,Sydney,Regional Express,2016-12-01,83,8.0,14.0
Armidale,Sydney,Regional Express,2016-12-01,62,11.0,13.0
Ballina,Sydney,Regional Express,2016-12-01,28,4.0,5.0
Cairns,Townsville,Regional Express,2016-12-01,37,0.0,1.0
Dubbo,Sydney,Regional Express,2016-12-01,131,18.0,22.0
Melbourne,Mildura,Regional Express,2016-12-01,69,10.0,12.0
Mildura,Melbourne,Regional Express,2016-12-01,70,20.0,25.0
Port Lincoln,Adelaide,Regional Express,2016-12-01,192,18.0,18.0
Sydney,Albury,Regional Express,2016-12-01,84,8.0,8.0
Sydney,Armidale,Regional Express,2016-12-01,62,11.0,12.0
Sydney,Ballina,Regional Express,2016-12-01,27,1.0,1.0
Sydney,Dubbo,Regional Express,2016-12-01,127,15.0,15.0
Sydney,Wagga Wagga,Regional Express,2016-12-01,108,12.0,17.0
Townsville,Cairns,Regional Express,2016-12-01,37,0.0,0.0
Wagga Wagga,Sydney,Regional Express,2016-12-01,106,16.0,19.0
Adelaide,Brisbane,Tigerair Australia,2016-12-01,28,4.0,5.0
Adelaide,Melbourne,Tigerair Australia,2016-12-01,74,18.0,15.0
Adelaide,Sydney,Tigerair Australia,2016-12-01,48,12.0,11.0
Brisbane,Adelaide,Tigerair Australia,2016-12-01,28,7.0,5.0
Brisbane,Cairns,Tigerair Australia,2016-12-01,31,6.0,4.0
Brisbane,Darwin,Tigerair Australia,2016-12-01,26,3.0,2.0
Brisbane,Melbourne,Tigerair Australia,2016-12-01,128,33.0,35.0
Brisbane,Sydney,Tigerair Australia,2016-12-01,104,21.0,22.0
Cairns,Brisbane,Tigerair Australia,2016-12-01,31,4.0,8.0
Cairns,Melbourne,Tigerair Australia,2016-12-01,46,10.0,12.0
Cairns,Sydney,Tigerair Australia,2016-12-01,46,5.0,8.0
Canberra,Melbourne,Tigerair Australia,2016-12-01,24,17.0,16.0
Coffs Harbour,Sydney,Tigerair Australia,2016-12-01,13,2.0,3.0
Darwin,Brisbane,Tigerair Australia,2016-12-01,26,2.0,3.0
Gold Coast,Melbourne,Tigerair Australia,2016-12-01,101,32.0,29.0
Gold Coast,Sydney,Tigerair Australia,2016-12-01,122,49.0,43.0
Hobart,Melbourne,Tigerair Australia,2016-12-01,43,16.0,19.0
Melbourne,Adelaide,Tigerair Australia,2016-12-01,74,12.0,14.0
Melbourne,Brisbane,Tigerair Australia,2016-12-01,128,33.0,35.0
Melbourne,Cairns,Tigerair Australia,2016-12-01,46,9.0,7.0
Melbourne,Canberra,Tigerair Australia,2016-12-01,24,7.0,8.0
Melbourne,Gold Coast,Tigerair Australia,2016-12-01,101,25.0,22.0
Melbourne,Hobart,Tigerair Australia,2016-12-01,43,12.0,13.0
Melbourne,Perth,Tigerair Australia,2016-12-01,60,5.0,6.0
Melbourne,Sydney,Tigerair Australia,2016-12-01,206,81.0,83.0
Perth,Melbourne,Tigerair Australia,2016-12-01,60,8.0,3.0
Perth,Sydney,Tigerair Australia,2016-12-01,31,1.0,2.0
Sydney,Adelaide,Tigerair Australia,2016-12-01,48,9.0,11.0
Sydney,Brisbane,Tigerair Australia,2016-12-01,105,22.0,23.0
Sydney,Cairns,Tigerair Australia,2016-12-01,46,5.0,3.0
Sydney,Coffs Harbour,Tigerair Australia,2016-12-01,13,2.0,2.0
Sydney,Gold Coast,Tigerair Australia,2016-12-01,124,31.0,37.0
Sydney,Melbourne,Tigerair Australia,2016-12-01,203,68.0,82.0
Sydney,Perth,Tigerair Australia,2016-12-01,29,6.0,4.0
Adelaide,Alice Springs,Virgin Australia,2016-12-01,14,1.0,1.0
Adelaide,Brisbane,Virgin Australia,2016-12-01,107,11.0,10.0
Adelaide,Canberra,Virgin Australia,2016-12-01,26,4.0,4.0
Adelaide,Gold Coast,Virgin Australia,2016-12-01,31,2.0,2.0
Adelaide,Melbourne,Virgin Australia,2016-12-01,274,55.0,52.0
Adelaide,Perth,Virgin Australia,2016-12-01,74,13.0,8.0
Adelaide,Sydney,Virgin Australia,2016-12-01,161,13.0,15.0
Albury,Sydney,Virgin Australia,2016-12-01,61,17.0,13.0
Alice Springs,Adelaide,Virgin Australia,2016-12-01,14,1.0,1.0
Alice Springs,Darwin,Virgin Australia,2016-12-01,13,2.0,1.0
Ayers Rock,Sydney,Virgin Australia,2016-12-01,30,5.0,4.0
Ballina,Sydney,Virgin Australia,2016-12-01,40,8.0,5.0
Brisbane,Adelaide,Virgin Australia,2016-12-01,112,19.0,22.0
Brisbane,Bundaberg,Virgin Australia,2016-12-01,31,2.0,3.0
Brisbane,Cairns,Virgin Australia,2016-12-01,142,18.0,12.0
Brisbane,Canberra,Virgin Australia,2016-12-01,92,11.0,12.0
Brisbane,Darwin,Virgin Australia,2016-12-01,31,5.0,4.0
Brisbane,Emerald,Virgin Australia,2016-12-01,69,1.0,1.0
Brisbane,Gladstone,Virgin Australia,2016-12-01,97,15.0,17.0
Brisbane,Hamilton Island,Virgin Australia,2016-12-01,31,3.0,3.0
Brisbane,Hobart,Virgin Australia,2016-12-01,34,3.0,2.0
Brisbane,Mackay,Virgin Australia,2016-12-01,144,25.0,18.0
Brisbane,Melbourne,Virgin Australia,2016-12-01,380,72.0,106.0
Brisbane,Moranbah,Virgin Australia,2016-12-01,53,6.0,5.0
Brisbane,Mount Isa,Virgin Australia,2016-12-01,16,1.0,1.0
Brisbane,Newcastle,Virgin Australia,2016-12-01,89,12.0,11.0
Brisbane,Perth,Virgin Australia,2016-12-01,114,30.0,27.0
Brisbane,Proserpine,Virgin Australia,2016-12-01,40,3.0,3.0
Brisbane,Rockhampton,Virgin Australia,2016-12-01,171,24.0,24.0
Brisbane,Sydney,Virgin Australia,2016-12-01,506,75.0,84.0
Brisbane,Townsville,Virgin Australia,2016-12-01,145,31.0,22.0
Broome,Perth,Virgin Australia,2016-12-01,7,0.0,0.0
Bundaberg,Brisbane,Virgin Australia,2016-12-01,31,4.0,5.0
Cairns,Brisbane,Virgin Australia,2016-12-01,142,17.0,27.0
Cairns,Melbourne,Virgin Australia,2016-12-01,34,6.0,10.0
Cairns,Sydney,Virgin Australia,2016-12-01,94,12.0,8.0
Canberra,Adelaide,Virgin Australia,2016-12-01,26,5.0,6.0
Canberra,Brisbane,Virgin Australia,2016-12-01,93,11.0,7.0
Canberra,Melbourne,Virgin Australia,2016-12-01,157,28.0,30.0
Canberra,Sydney,Virgin Australia,2016-12-01,227,24.0,23.0
Coffs Harbour,Sydney,Virgin Australia,2016-12-01,57,5.0,4.0
Darwin,Alice Springs,Virgin Australia,2016-12-01,13,1.0,1.0
Darwin,Brisbane,Virgin Australia,2016-12-01,31,10.0,12.0
Darwin,Melbourne,Virgin Australia,2016-12-01,31,5.0,7.0
Darwin,Perth,Virgin Australia,2016-12-01,31,1.0,1.0
Darwin,Sydney,Virgin Australia,2016-12-01,31,6.0,4.0
Emerald,Brisbane,Virgin Australia,2016-12-01,68,4.0,4.0
Gladstone,Brisbane,Virgin Australia,2016-12-01,97,16.0,15.0
Gold Coast,Adelaide,Virgin Australia,2016-12-01,31,3.0,4.0
Gold Coast,Melbourne,Virgin Australia,2016-12-01,192,45.0,40.0
Gold Coast,Sydney,Virgin Australia,2016-12-01,255,44.0,38.0
Hamilton Island,Brisbane,Virgin Australia,2016-12-01,31,3.0,2.0
Hamilton Island,Melbourne,Virgin Australia,2016-12-01,25,3.0,4.0
Hamilton Island,Sydney,Virgin Australia,2016-12-01,33,6.0,5.0
Hobart,Brisbane,Virgin Australia,2016-12-01,34,7.0,4.0
Hobart,Melbourne,Virgin Australia,2016-12-01,147,44.0,55.0
Hobart,Sydney,Virgin Australia,2016-12-01,70,11.0,9.0
Kalgoorlie,Perth,Virgin Australia,2016-12-01,21,2.0,2.0
Karratha,Perth,Virgin Australia,2016-12-01,2,2.0,2.0
Launceston,Melbourne,Virgin Australia,2016-12-01,100,17.0,22.0
Launceston,Sydney,Virgin Australia,2016-12-01,32,3.0,3.0
Mackay,Brisbane,Virgin Australia,2016-12-01,145,22.0,23.0
Melbourne,Adelaide,Virgin Australia,2016-12-01,268,47.0,59.0
Melbourne,Brisbane,Virgin Australia,2016-12-01,367,58.0,75.0
Melbourne,Cairns,Virgin Australia,2016-12-01,34,6.0,5.0
Melbourne,Canberra,Virgin Australia,2016-12-01,155,27.0,32.0
Melbourne,Darwin,Virgin Australia,2016-12-01,31,12.0,9.0
Melbourne,Gold Coast,Virgin Australia,2016-12-01,193,32.0,39.0
Melbourne,Hamilton Island,Virgin Australia,2016-12-01,25,2.0,2.0
Melbourne,Hobart,Virgin Australia,2016-12-01,146,26.0,31.0
Melbourne,Launceston,Virgin Australia,2016-12-01,100,18.0,19.0
Melbourne,Mildura,Virgin Australia,2016-12-01,31,4.0,8.0
Melbourne,Newcastle,Virgin Australia,2016-12-01,33,6.0,8.0
Melbourne,Perth,Virgin Australia,2016-12-01,156,33.0,42.0
Melbourne,Sunshine Coast,Virgin Australia,2016-12-01,44,11.0,8.0
Melbourne,Sydney,Virgin Australia,2016-12-01,687,103.0,126.0
Mildura,Melbourne,Virgin Australia,2016-12-01,31,6.0,7.0
Moranbah,Brisbane,Virgin Australia,2016-12-01,53,4.0,4.0
Mount Isa,Brisbane,Virgin Australia,2016-12-01,19,3.0,3.0
Newcastle,Brisbane,Virgin Australia,2016-12-01,89,11.0,9.0
Newcastle,Melbourne,Virgin Australia,2016-12-01,33,10.0,12.0
Newman,Perth,Virgin Australia,2016-12-01,8,0.0,0.0
Perth,Adelaide,Virgin Australia,2016-12-01,80,8.0,7.0
Perth,Brisbane,Virgin Australia,2016-12-01,116,17.0,10.0
Perth,Broome,Virgin Australia,2016-12-01,7,0.0,0.0
Perth,Darwin,Virgin Australia,2016-12-01,31,2.0,1.0
Perth,Kalgoorlie,Virgin Australia,2016-12-01,22,2.0,2.0
Perth,Karratha,Virgin Australia,2016-12-01,2,0.0,0.0
Perth,Melbourne,Virgin Australia,2016-12-01,150,22.0,22.0
Perth,Newman,Virgin Australia,2016-12-01,8,1.0,1.0
Perth,Port Hedland,Virgin Australia,2016-12-01,24,0.0,0.0
Perth,Sydney,Virgin Australia,2016-12-01,129,22.0,9.0
Port Hedland,Perth,Virgin Australia,2016-12-01,24,1.0,1.0
Port Macquarie,Sydney,Virgin Australia,2016-12-01,60,17.0,15.0
Proserpine,Brisbane,Virgin Australia,2016-12-01,40,4.0,4.0
Rockhampton,Brisbane,Virgin Australia,2016-12-01,171,20.0,26.0
Sunshine Coast,Melbourne,Virgin Australia,2016-12-01,44,16.0,13.0
Sunshine Coast,Sydney,Virgin Australia,2016-12-01,42,7.0,6.0
Sydney,Adelaide,Virgin Australia,2016-12-01,156,21.0,23.0
Sydney,Albury,Virgin Australia,2016-12-01,61,12.0,12.0
Sydney,Ayers Rock,Virgin Australia,2016-12-01,30,3.0,3.0
Sydney,Ballina,Virgin Australia,2016-12-01,40,3.0,3.0
Sydney,Brisbane,Virgin Australia,2016-12-01,521,80.0,100.0
Sydney,Cairns,Virgin Australia,2016-12-01,93,11.0,11.0
Sydney,Canberra,Virgin Australia,2016-12-01,225,40.0,35.0
Sydney,Coffs Harbour,Virgin Australia,2016-12-01,57,5.0,5.0
Sydney,Darwin,Virgin Australia,2016-12-01,31,2.0,4.0
Sydney,Gold Coast,Virgin Australia,2016-12-01,255,27.0,32.0
Sydney,Hamilton Island,Virgin Australia,2016-12-01,33,2.0,5.0
Sydney,Hobart,Virgin Australia,2016-12-01,71,7.0,7.0
Sydney,Launceston,Virgin Australia,2016-12-01,32,2.0,4.0
Sydney,Melbourne,Virgin Australia,2016-12-01,679,111.0,168.0
Sydney,Perth,Virgin Australia,2016-12-01,128,30.0,29.0
Sydney,Port Macquarie,Virgin Australia,2016-12-01,60,14.0,13.0
Sydney,Sunshine Coast,Virgin Australia,2016-12-01,42,5.0,6.0
Sydney,Tamworth,Virgin Australia,2016-12-01,41,6.0,7.0
Sydney,Townsville,Virgin Australia,2016-12-01,29,5.0,5.0
Tamworth,Sydney,Virgin Australia,2016-12-01,41,7.0,6.0
Townsville,Brisbane,Virgin Australia,2016-12-01,146,22.0,18.0
