City1,City2,Month,Passenger_Trips,Aircraft_Trips,Route_Distance,Seats
SYDNEY,WAGGA WAGGA,Nov-96,10322,448,367,15301
ADELAIDE,ALICE SPRINGS,Dec-96,12819,123,1316,17104
ADELAIDE,BRISBANE,Dec-96,13695,127,1622,16370
ADELAIDE,CANBERRA,Dec-96,6478,83,972,9703
ADELAIDE,DARWIN,Dec-96,9693,121,2619,15808
ADELAIDE,MELBOURNE,Dec-96,102882,1102,643,144593
ADELAIDE,PERTH,Dec-96,35399,356,2120,47541
ADELAIDE,PORT LINCOLN,Dec-96,8259,522,246,12454
ADELAIDE,SYDNEY,Dec-96,83286,888,1167,116369
ALBURY,SYDNEY,Dec-96,9382,399,452,13491
ALICE SPRINGS,DARWIN,Dec-96,12143,194,1305,22802
ALICE SPRINGS,SYDNEY,Dec-96,11106,132,2022,16223
BALLINA,SYDNEY,Dec-96,7958,223,612,11002
BRISBANE,CAIRNS,Dec-96,89205,769,1391,127068
BRISBANE,CANBERRA,Dec-96,15544,272,956,24220
BRISBANE,DARWIN,Dec-96,11056,132,2852,15630
BRISBANE,HAMILTON ISLAND,Dec-96,10261,132,888,15394
BRISBANE,MACKAY,Dec-96,19463,370,797,31109
BRISBANE,MELBOURNE,Dec-96,128056,1266,1381,170472
BRISBANE,NEWCASTLE,Dec-96,1302,110,614,2090
BRISBANE,PERTH,Dec-96,3475,29,3615,4132
BRISBANE,PROSERPINE,Dec-96,7544,123,895,10385
BRISBANE,ROCKHAMPTON,Dec-96,18673,459,518,34206
BRISBANE,SYDNEY,Dec-96,269784,2068,753,367608
BRISBANE,TOWNSVILLE,Dec-96,34249,404,1112,47753
BROOME,PERTH,Dec-96,10442,231,1677,15404
CAIRNS,MELBOURNE,Dec-96,4953,48,2311,7632
CAIRNS,SYDNEY,Dec-96,57556,421,1971,82844
CAIRNS,TOWNSVILLE,Dec-96,8981,571,284,18476
CANBERRA,MELBOURNE,Dec-96,54675,708,470,86385
CANBERRA,SYDNEY,Dec-96,60131,1652,236,103947
COFFS HARBOUR,SYDNEY,Dec-96,14020,479,443,22045
DARWIN,SYDNEY,Dec-96,8090,97,3155,11731
DEVONPORT,MELBOURNE,Dec-96,11835,452,412,16267
DUBBO,SYDNEY,Dec-96,9527,555,310,14549
GOLD COAST,SYDNEY,Dec-96,123291,1123,680,156069
HOBART,MELBOURNE,Dec-96,68587,633,618,86163
HOBART,SYDNEY,Dec-96,9009,110,1039,12546
KALGOORLIE,PERTH,Dec-96,14780,319,538,25148
KARRATHA,PERTH,Dec-96,12421,311,1250,21288
LAUNCESTON,MELBOURNE,Dec-96,45662,577,476,59623
LAUNCESTON,SYDNEY,Dec-96,6308,93,914,8523
MELBOURNE,BURNIE,Dec-96,9476,400,378,14339
MELBOURNE,GOLD COAST,Dec-96,51112,453,1330,67678
MELBOURNE,MILDURA,Dec-96,7630,341,457,10051
MELBOURNE,PERTH,Dec-96,78424,606,2706,93984
MELBOURNE,SYDNEY,Dec-96,388917,2801,706,552245
PERTH,PORT HEDLAND,Dec-96,8247,265,1312,17373
PERTH,SYDNEY,Dec-96,81864,606,3284,102702
SUNSHINE COAST,MELBOURNE,Dec-96,3304,37,1454,4230
SUNSHINE COAST,SYDNEY,Dec-96,15372,152,837,17871
SYDNEY,TOWNSVILLE,Dec-96,3858,43,1690,5218
SYDNEY,WAGGA WAGGA,Dec-96,10145,446,367,15094
ADELAIDE,ALICE SPRINGS,Jan-97,14654,124,1316,16784
ADELAIDE,BRISBANE,Jan-97,15275,131,1622,17258
ADELAIDE,CANBERRA,Jan-97,1844,26,972,3078
ADELAIDE,DARWIN,Jan-97,7492,79,2619,9555
ADELAIDE,MELBOURNE,Jan-97,104377,1116,643,146568
ADELAIDE,PERTH,Jan-97,36559,366,2120,48481
ADELAIDE,PORT LINCOLN,Jan-97,7742,524,246,12406
ADELAIDE,SYDNEY,Jan-97,86941,878,1167,113756
ALBURY,SYDNEY,Jan-97,8558,351,452,12064
ALICE SPRINGS,DARWIN,Jan-97,13215,200,1305,23100
ALICE SPRINGS,SYDNEY,Jan-97,11829,136,2022,16311
BALLINA,SYDNEY,Jan-97,8189,224,612,11096
BRISBANE,CAIRNS,Jan-97,86737,727,1391,118921
BRISBANE,CANBERRA,Jan-97,13961,269,956,23649
BRISBANE,DARWIN,Jan-97,12234,131,2852,15423
BRISBANE,HAMILTON ISLAND,Jan-97,10367,134,888,15616
BRISBANE,MACKAY,Jan-97,18737,359,797,30301
BRISBANE,MELBOURNE,Jan-97,137054,1353,1381,180185
BRISBANE,NEWCASTLE,Jan-97,1262,91,614,1729
BRISBANE,PERTH,Jan-97,3086,25,3615,3561
BRISBANE,PROSERPINE,Jan-97,8500,124,895,10420
BRISBANE,ROCKHAMPTON,Jan-97,18518,465,518,34556
BRISBANE,SYDNEY,Jan-97,262440,2064,753,359066
BRISBANE,TOWNSVILLE,Jan-97,32809,414,1112,48679
BROOME,PERTH,Jan-97,10141,231,1677,15466
CAIRNS,MELBOURNE,Jan-97,4890,43,2311,7207
CAIRNS,SYDNEY,Jan-97,57341,434,1971,85238
CAIRNS,TOWNSVILLE,Jan-97,8232,532,284,17324
CANBERRA,MELBOURNE,Jan-97,47213,609,470,70786
CANBERRA,SYDNEY,Jan-97,48314,1418,236,88948
COFFS HARBOUR,SYDNEY,Jan-97,12861,453,443,21468
DARWIN,SYDNEY,Jan-97,7990,91,3155,10747
DEVONPORT,MELBOURNE,Jan-97,12675,471,412,17015
DUBBO,SYDNEY,Jan-97,8071,453,310,12479
GOLD COAST,SYDNEY,Jan-97,131305,1182,680,161061
HOBART,MELBOURNE,Jan-97,73593,655,618,90256
HOBART,SYDNEY,Jan-97,14544,167,1039,19341
KALGOORLIE,PERTH,Jan-97,12026,325,538,25960
KARRATHA,PERTH,Jan-97,12898,323,1250,21857
LAUNCESTON,MELBOURNE,Jan-97,48534,650,476,64378
LAUNCESTON,SYDNEY,Jan-97,12343,186,914,15854
MELBOURNE,BURNIE,Jan-97,10238,450,378,16219
MELBOURNE,GOLD COAST,Jan-97,63230,486,1330,72762
MELBOURNE,MILDURA,Jan-97,6728,333,457,9398
MELBOURNE,PERTH,Jan-97,81220,614,2706,95892
MELBOURNE,SYDNEY,Jan-97,379398,2690,706,529100
PERTH,PORT HEDLAND,Jan-97,7349,239,1312,15502
PERTH,SYDNEY,Jan-97,85694,614,3284,104453
SUNSHINE COAST,MELBOURNE,Jan-97,3154,32,1454,3665
SUNSHINE COAST,SYDNEY,Jan-97,15375,154,837,17542
SYDNEY,TOWNSVILLE,Jan-97,4537,50,1690,5984
SYDNEY,WAGGA WAGGA,Jan-97,9591,432,367,14838
ADELAIDE,ALICE SPRINGS,Feb-97,12582,112,1316,15256
ADELAIDE,BRISBANE,Feb-97,11431,120,1622,15479
ADELAIDE,CANBERRA,Feb-97,7387,108,972,12691
ADELAIDE,DARWIN,Feb-97,5038,68,2619,8026
ADELAIDE,MELBOURNE,Feb-97,94139,1046,643,137837
ADELAIDE,PERTH,Feb-97,30790,332,2120,43539
ADELAIDE,PORT LINCOLN,Feb-97,7149,477,246,11559
ADELAIDE,SYDNEY,Feb-97,77711,827,1167,106791
ALBURY,SYDNEY,Feb-97,8165,356,452,12262
ALICE SPRINGS,DARWIN,Feb-97,11558,175,1305,20249
ALICE SPRINGS,SYDNEY,Feb-97,9903,120,2022,14523
BALLINA,SYDNEY,Feb-97,6374,199,612,9894
BRISBANE,CAIRNS,Feb-97,79688,681,1391,111319
BRISBANE,CANBERRA,Feb-97,14396,283,956,25582
BRISBANE,DARWIN,Feb-97,8489,120,2852,13870
BRISBANE,HAMILTON ISLAND,Feb-97,8049,108,888,12839
BRISBANE,MACKAY,Feb-97,15280,335,797,28149
BRISBANE,MELBOURNE,Feb-97,109586,1171,1381,153333
BRISBANE,NEWCASTLE,Feb-97,1486,144,614,2736
BRISBANE,PERTH,Feb-97,1639,20,3615,2845
BRISBANE,PROSERPINE,Feb-97,5486,109,895,9132
BRISBANE,ROCKHAMPTON,Feb-97,16480,414,518,30775
BRISBANE,SYDNEY,Feb-97,236876,1884,753,332413
BRISBANE,TOWNSVILLE,Feb-97,28960,370,1112,42664
BROOME,PERTH,Feb-97,6961,184,1677,12264
CAIRNS,MELBOURNE,Feb-97,3032,32,2311,5316
CAIRNS,SYDNEY,Feb-97,49548,375,1971,72623
CAIRNS,TOWNSVILLE,Feb-97,7664,516,284,16642
CANBERRA,MELBOURNE,Feb-97,59195,756,470,89976
CANBERRA,SYDNEY,Feb-97,62706,1733,236,107499
COFFS HARBOUR,SYDNEY,Feb-97,11982,389,443,18772
DARWIN,SYDNEY,Feb-97,5681,69,3155,8220
DEVONPORT,MELBOURNE,Feb-97,9250,377,412,13412
DUBBO,SYDNEY,Feb-97,8348,529,310,14285
GOLD COAST,SYDNEY,Feb-97,97529,949,680,128151
HOBART,MELBOURNE,Feb-97,60109,535,618,73821
HOBART,SYDNEY,Feb-97,8258,121,1039,11554
KALGOORLIE,PERTH,Feb-97,14314,315,538,24608
KARRATHA,PERTH,Feb-97,12165,312,1250,21110
LAUNCESTON,MELBOURNE,Feb-97,38031,504,476,49508
LAUNCESTON,SYDNEY,Feb-97,8600,141,914,11534
MELBOURNE,BURNIE,Feb-97,7517,371,378,13094
MELBOURNE,GOLD COAST,Feb-97,41055,377,1330,54498
MELBOURNE,MILDURA,Feb-97,6883,306,457,8789
MELBOURNE,NEWCASTLE,Feb-97,968,94,836,1786
MELBOURNE,PERTH,Feb-97,62610,547,2706,82964
MELBOURNE,SYDNEY,Feb-97,392680,2664,706,525986
PERTH,PORT HEDLAND,Feb-97,6879,233,1312,15280
PERTH,SYDNEY,Feb-97,67252,557,3284,91627
SUNSHINE COAST,MELBOURNE,Feb-97,2202,24,1454,2756
SUNSHINE COAST,SYDNEY,Feb-97,12407,128,837,15374
SYDNEY,WAGGA WAGGA,Feb-97,8894,394,367,13577
ADELAIDE,ALICE SPRINGS,Mar-97,14240,124,1316,17164
ADELAIDE,BRISBANE,Mar-97,12984,130,1622,16260
ADELAIDE,CANBERRA,Mar-97,8388,107,972,12166
ADELAIDE,DARWIN,Mar-97,9461,128,2619,16065
ADELAIDE,MELBOURNE,Mar-97,112930,1170,643,151399
ADELAIDE,PERTH,Mar-97,32825,357,2120,46222
ADELAIDE,PORT LINCOLN,Mar-97,8452,527,246,13043
ADELAIDE,SYDNEY,Mar-97,88046,908,1167,115098
ALBURY,SYDNEY,Mar-97,9702,405,452,13942
ALICE SPRINGS,DARWIN,Mar-97,11419,186,1305,21901
ALICE SPRINGS,SYDNEY,Mar-97,12619,124,2022,15327
BALLINA,SYDNEY,Mar-97,7780,214,612,10958
BRISBANE,CAIRNS,Mar-97,85918,730,1391,115828
BRISBANE,CANBERRA,Mar-97,15631,289,956,25772
BRISBANE,DARWIN,Mar-97,10816,134,2852,15646
BRISBANE,HAMILTON ISLAND,Mar-97,8325,121,888,14235
BRISBANE,MACKAY,Mar-97,20227,360,797,30131
BRISBANE,MELBOURNE,Mar-97,124231,1304,1381,169940
BRISBANE,NEWCASTLE,Mar-97,1719,154,614,2926
BRISBANE,PERTH,Mar-97,2416,25,3615,3549
BRISBANE,PROSERPINE,Mar-97,6425,118,895,9921
BRISBANE,ROCKHAMPTON,Mar-97,21723,452,518,33785
BRISBANE,SYDNEY,Mar-97,262279,2100,753,359824
BRISBANE,TOWNSVILLE,Mar-97,34232,412,1112,46784
BROOME,PERTH,Mar-97,11094,227,1677,15153
CAIRNS,MELBOURNE,Mar-97,4096,38,2311,6352
CAIRNS,SYDNEY,Mar-97,56698,404,1971,78359
CAIRNS,TOWNSVILLE,Mar-97,9796,522,284,17035
CANBERRA,MELBOURNE,Mar-97,61314,795,470,93168
CANBERRA,SYDNEY,Mar-97,66549,1838,236,112741
COFFS HARBOUR,SYDNEY,Mar-97,12896,462,443,21522
DARWIN,SYDNEY,Mar-97,6272,82,3155,9330
DEVONPORT,MELBOURNE,Mar-97,11568,445,412,15667
DUBBO,SYDNEY,Mar-97,10448,585,310,15632
GOLD COAST,SYDNEY,Mar-97,105991,1063,680,143067
HOBART,MELBOURNE,Mar-97,65317,589,618,79941
HOBART,SYDNEY,Mar-97,8977,129,1039,12571
KALGOORLIE,PERTH,Mar-97,15545,344,538,26719
KARRATHA,PERTH,Mar-97,11805,312,1250,20924
LAUNCESTON,MELBOURNE,Mar-97,43398,534,476,52541
LAUNCESTON,SYDNEY,Mar-97,10480,155,914,12785
MELBOURNE,BURNIE,Mar-97,8587,399,378,13964
MELBOURNE,GOLD COAST,Mar-97,42394,397,1330,57779
MELBOURNE,MILDURA,Mar-97,8154,337,457,10278
MELBOURNE,NEWCASTLE,Mar-97,1722,158,836,3002
MELBOURNE,PERTH,Mar-97,71913,594,2706,89273
MELBOURNE,SYDNEY,Mar-97,421168,2934,706,563807
PERTH,PORT HEDLAND,Mar-97,8203,240,1312,15742
PERTH,SYDNEY,Mar-97,76259,609,3284,99817
SUNSHINE COAST,MELBOURNE,Mar-97,2125,26,1454,2946
SUNSHINE COAST,SYDNEY,Mar-97,14365,149,837,17714
SYDNEY,TOWNSVILLE,Mar-97,515,5,1690,587
SYDNEY,WAGGA WAGGA,Mar-97,10050,425,367,14607
ADELAIDE,ALICE SPRINGS,Apr-97,12426,120,1316,16562
ADELAIDE,BRISBANE,Apr-97,13343,129,1622,15820
ADELAIDE,CANBERRA,Apr-97,9078,135,972,15630
ADELAIDE,DARWIN,Apr-97,9834,133,2619,15238
ADELAIDE,MELBOURNE,Apr-97,110573,1183,643,150100
ADELAIDE,PERTH,Apr-97,33395,343,2120,44155
ADELAIDE,PORT LINCOLN,Apr-97,8172,501,246,12175
ADELAIDE,SYDNEY,Apr-97,88227,936,1167,119668
ALBURY,SYDNEY,Apr-97,9732,402,452,13786
ALICE SPRINGS,DARWIN,Apr-97,11919,178,1305,20894
ALICE SPRINGS,SYDNEY,Apr-97,11079,120,2022,14787
BALLINA,SYDNEY,Apr-97,7854,214,612,11588
BRISBANE,CAIRNS,Apr-97,75313,756,1391,112593
BRISBANE,CANBERRA,Apr-97,15113,279,956,22932
BRISBANE,DARWIN,Apr-97,10563,127,2852,16720
BRISBANE,HAMILTON ISLAND,Apr-97,7372,118,888,11030
BRISBANE,MACKAY,Apr-97,18941,332,797,27650
BRISBANE,MELBOURNE,Apr-97,127316,1287,1381,167717
BRISBANE,NEWCASTLE,Apr-97,1746,148,614,2812
BRISBANE,PERTH,Apr-97,2440,23,3615,3153
BRISBANE,PROSERPINE,Apr-97,5940,170,895,8125
BRISBANE,ROCKHAMPTON,Apr-97,20220,446,518,32716
BRISBANE,SYDNEY,Apr-97,256746,2052,753,356752
BRISBANE,TOWNSVILLE,Apr-97,35423,361,1112,44128
BROOME,PERTH,Apr-97,9437,224,1677,15025
CAIRNS,MELBOURNE,Apr-97,5458,47,2311,9894
CAIRNS,SYDNEY,Apr-97,48230,392,1971,72952
CAIRNS,TOWNSVILLE,Apr-97,9582,518,284,16639
CANBERRA,MELBOURNE,Apr-97,57658,778,470,91758
CANBERRA,SYDNEY,Apr-97,65319,1866,236,110844
COFFS HARBOUR,SYDNEY,Apr-97,12276,474,443,20916
DARWIN,SYDNEY,Apr-97,8177,110,3155,12705
DEVONPORT,MELBOURNE,Apr-97,11232,423,412,14980
DUBBO,SYDNEY,Apr-97,9443,597,310,15782
GOLD COAST,SYDNEY,Apr-97,113806,996,680,147493
HOBART,MELBOURNE,Apr-97,60637,542,618,73222
HOBART,SYDNEY,Apr-97,7394,114,1039,10991
KALGOORLIE,PERTH,Apr-97,16177,335,538,26397
KARRATHA,PERTH,Apr-97,13771,316,1250,21453
LAUNCESTON,MELBOURNE,Apr-97,42131,529,476,51386
LAUNCESTON,SYDNEY,Apr-97,6026,102,914,8437
MELBOURNE,BURNIE,Apr-97,8664,374,378,13143
MELBOURNE,GOLD COAST,Apr-97,45387,396,1330,57835
MELBOURNE,MILDURA,Apr-97,8266,342,457,10020
MELBOURNE,NEWCASTLE,Apr-97,1559,160,836,3040
MELBOURNE,PERTH,Apr-97,72443,581,2706,87440
MELBOURNE,SYDNEY,Apr-97,395657,2874,706,544558
PERTH,PORT HEDLAND,Apr-97,10204,255,1312,17179
PERTH,SYDNEY,Apr-97,75399,584,3284,95267
SUNSHINE COAST,MELBOURNE,Apr-97,2678,30,1454,3463
SUNSHINE COAST,SYDNEY,Apr-97,13265,140,837,15888
SYDNEY,TOWNSVILLE,Apr-97,2121,24,1690,2734
SYDNEY,WAGGA WAGGA,Apr-97,10216,407,367,14083
ADELAIDE,ALICE SPRINGS,May-97,11849,126,1316,17147
ADELAIDE,BRISBANE,May-97,12936,133,1622,16658
ADELAIDE,CANBERRA,May-97,9175,140,972,16257
ADELAIDE,DARWIN,May-97,10062,130,2619,14958
ADELAIDE,MELBOURNE,May-97,105294,1166,643,147149
ADELAIDE,PERTH,May-97,31367,358,2120,46279
ADELAIDE,PORT LINCOLN,May-97,7696,519,246,12587
ADELAIDE,SYDNEY,May-97,81420,918,1167,117586
ALBURY,SYDNEY,May-97,9330,416,452,14309
ALICE SPRINGS,DARWIN,May-97,13731,189,1305,21957
ALICE SPRINGS,SYDNEY,May-97,10545,124,2022,15072
BALLINA,SYDNEY,May-97,7418,217,612,11723
BRISBANE,CAIRNS,May-97,68623,733,1391,111175
BRISBANE,CANBERRA,May-97,14558,287,956,23537
BRISBANE,DARWIN,May-97,12208,133,2852,17680
BRISBANE,HAMILTON ISLAND,May-97,7299,118,888,11658
BRISBANE,MACKAY,May-97,18528,335,797,28049
BRISBANE,MELBOURNE,May-97,115106,1192,1381,157281
BRISBANE,NEWCASTLE,May-97,2088,191,614,4109
BRISBANE,PERTH,May-97,1685,22,3615,3013
BRISBANE,PROSERPINE,May-97,4982,158,895,7380
BRISBANE,ROCKHAMPTON,May-97,19999,457,518,33985
BRISBANE,SYDNEY,May-97,243925,1992,753,354044
BRISBANE,TOWNSVILLE,May-97,34861,372,1112,46308
BROOME,PERTH,May-97,9821,236,1677,15651
CAIRNS,MELBOURNE,May-97,5277,55,2311,11390
CAIRNS,SYDNEY,May-97,44876,392,1971,72773
CAIRNS,TOWNSVILLE,May-97,9717,538,284,17291
CANBERRA,MELBOURNE,May-97,56619,810,470,93298
CANBERRA,SYDNEY,May-97,70879,1893,236,114885
COFFS HARBOUR,SYDNEY,May-97,12083,496,443,21251
DARWIN,MELBOURNE,May-97,99,1,3131,296
DARWIN,SYDNEY,May-97,8463,110,3155,12559
DEVONPORT,MELBOURNE,May-97,8739,428,412,14906
DUBBO,SYDNEY,May-97,9995,615,310,16214
GOLD COAST,SYDNEY,May-97,91552,933,680,134646
HOBART,MELBOURNE,May-97,55285,560,618,76416
HOBART,SYDNEY,May-97,5268,92,1039,8373
KALGOORLIE,PERTH,May-97,16007,355,538,27388
KARRATHA,PERTH,May-97,13753,336,1250,22459
LAUNCESTON,MELBOURNE,May-97,33239,529,476,51134
LAUNCESTON,SYDNEY,May-97,4020,85,914,6807
MELBOURNE,BURNIE,May-97,7236,382,378,13126
MELBOURNE,GOLD COAST,May-97,35114,327,1330,47901
MELBOURNE,MILDURA,May-97,8256,366,457,11096
MELBOURNE,NEWCASTLE,May-97,1520,158,836,3002
MELBOURNE,PERTH,May-97,62054,575,2706,85461
MELBOURNE,SYDNEY,May-97,381011,2811,706,544531
PERTH,PORT HEDLAND,May-97,9684,267,1312,17750
PERTH,SYDNEY,May-97,68370,605,3284,99457
SUNSHINE COAST,MELBOURNE,May-97,2663,34,1454,3948
SUNSHINE COAST,SYDNEY,May-97,11841,139,837,16138
SYDNEY,TOWNSVILLE,May-97,2010,26,1690,3002
SYDNEY,WAGGA WAGGA,May-97,9661,423,367,14526
ADELAIDE,ALICE SPRINGS,Jun-97,12311,121,1316,16707
ADELAIDE,BRISBANE,Jun-97,12824,130,1622,16047
ADELAIDE,CANBERRA,Jun-97,8461,130,972,15130
ADELAIDE,DARWIN,Jun-97,12847,134,2619,15697
ADELAIDE,MELBOURNE,Jun-97,98859,1129,643,143820
ADELAIDE,PERTH,Jun-97,29000,356,2120,46090
ADELAIDE,PORT LINCOLN,Jun-97,8121,510,246,12395
ADELAIDE,SYDNEY,Jun-97,75128,892,1167,114567
ALBURY,SYDNEY,Jun-97,9299,400,452,13694
ALICE SPRINGS,DARWIN,Jun-97,14513,179,1305,20952
ALICE SPRINGS,SYDNEY,Jun-97,11842,120,2022,14771
BALLINA,SYDNEY,Jun-97,7334,214,612,11431
BRISBANE,CAIRNS,Jun-97,81705,751,1391,112868
BRISBANE,CANBERRA,Jun-97,16157,292,956,24593
BRISBANE,DARWIN,Jun-97,14921,134,2852,18170
BRISBANE,HAMILTON ISLAND,Jun-97,7709,120,888,12080
BRISBANE,MACKAY,Jun-97,19150,330,797,27565
BRISBANE,MELBOURNE,Jun-97,122794,1227,1381,161380
BRISBANE,NEWCASTLE,Jun-97,2374,220,614,5164
BRISBANE,PERTH,Jun-97,1370,18,3615,2495
BRISBANE,PROSERPINE,Jun-97,6179,164,895,7801
BRISBANE,ROCKHAMPTON,Jun-97,20373,483,518,34337
BRISBANE,SYDNEY,Jun-97,244636,1957,753,345055
BRISBANE,TOWNSVILLE,Jun-97,37627,366,1112,46155
BROOME,PERTH,Jun-97,11414,246,1677,16480
CAIRNS,MELBOURNE,Jun-97,7182,55,2311,11556
CAIRNS,SYDNEY,Jun-97,50501,399,1971,74376
CAIRNS,TOWNSVILLE,Jun-97,10205,512,284,16391
CANBERRA,MELBOURNE,Jun-97,52527,790,470,89507
CANBERRA,SYDNEY,Jun-97,64922,1824,236,110726
COFFS HARBOUR,SYDNEY,Jun-97,12054,482,443,21057
DARWIN,MELBOURNE,Jun-97,255,4,3131,518
DARWIN,SYDNEY,Jun-97,10780,112,3155,13402
DEVONPORT,MELBOURNE,Jun-97,8833,414,412,14444
DUBBO,SYDNEY,Jun-97,9646,574,310,15165
GOLD COAST,SYDNEY,Jun-97,96147,921,680,136159
HOBART,MELBOURNE,Jun-97,55114,548,618,75173
HOBART,SYDNEY,Jun-97,5506,93,1039,8709
KALGOORLIE,PERTH,Jun-97,15084,344,538,26554
KARRATHA,PERTH,Jun-97,13442,313,1250,21514
LAUNCESTON,MELBOURNE,Jun-97,32716,499,476,48782
LAUNCESTON,SYDNEY,Jun-97,4264,87,914,7053
MELBOURNE,BURNIE,Jun-97,7317,341,378,11888
MELBOURNE,GOLD COAST,Jun-97,41655,361,1330,54331
MELBOURNE,MILDURA,Jun-97,8185,357,457,11105
MELBOURNE,NEWCASTLE,Jun-97,1655,144,836,2736
MELBOURNE,PERTH,Jun-97,57282,553,2706,83583
MELBOURNE,SYDNEY,Jun-97,373832,2723,706,526050
PERTH,PORT HEDLAND,Jun-97,9208,260,1312,17590
PERTH,SYDNEY,Jun-97,64507,581,3284,96164
SUNSHINE COAST,MELBOURNE,Jun-97,3074,35,1454,4087
SUNSHINE COAST,SYDNEY,Jun-97,12384,134,837,15467
SYDNEY,TOWNSVILLE,Jun-97,2787,28,1690,3225
SYDNEY,WAGGA WAGGA,Jun-97,9737,388,367,13322
ADELAIDE,ALICE SPRINGS,Jul-97,14946,127,1316,17742
ADELAIDE,BRISBANE,Jul-97,16324,159,1622,20088
ADELAIDE,CANBERRA,Jul-97,8610,147,972,17024
ADELAIDE,DARWIN,Jul-97,15813,146,2619,17239
ADELAIDE,GOLD COAST,Jul-97,325,3,1607,343
ADELAIDE,MELBOURNE,Jul-97,106342,1213,643,155408
ADELAIDE,PERTH,Jul-97,32828,372,2120,47598
ADELAIDE,PORT LINCOLN,Jul-97,7850,530,246,12859
ADELAIDE,SYDNEY,Jul-97,90135,987,1167,127611
ALBURY,SYDNEY,Jul-97,9772,417,452,14313
ALICE SPRINGS,DARWIN,Jul-97,18612,189,1305,22542
ALICE SPRINGS,SYDNEY,Jul-97,12957,123,2022,15309
BALLINA,SYDNEY,Jul-97,7146,221,612,11736
BRISBANE,CAIRNS,Jul-97,101145,840,1391,128911
BRISBANE,CANBERRA,Jul-97,17228,313,956,25976
BRISBANE,DARWIN,Jul-97,17356,141,2852,19293
BRISBANE,HAMILTON ISLAND,Jul-97,7969,123,888,11490
BRISBANE,MACKAY,Jul-97,21642,351,797,29438
BRISBANE,MELBOURNE,Jul-97,138735,1378,1381,180697
BRISBANE,NEWCASTLE,Jul-97,2783,373,614,7806
BRISBANE,PERTH,Jul-97,2052,21,3615,2974
BRISBANE,PROSERPINE,Jul-97,7045,154,895,8505
BRISBANE,ROCKHAMPTON,Jul-97,20856,473,518,34772
BRISBANE,SYDNEY,Jul-97,272314,2124,753,372263
BRISBANE,TOWNSVILLE,Jul-97,39642,406,1112,51024
BROOME,PERTH,Jul-97,15055,261,1677,17521
CAIRNS,MELBOURNE,Jul-97,8137,49,2311,10216
CAIRNS,SYDNEY,Jul-97,63184,419,1971,82425
CAIRNS,TOWNSVILLE,Jul-97,11168,546,284,17369
CANBERRA,MELBOURNE,Jul-97,53559,840,470,95789
CANBERRA,SYDNEY,Jul-97,70784,1967,236,118912
COFFS HARBOUR,SYDNEY,Jul-97,12461,492,443,21561
DARWIN,MELBOURNE,Jul-97,198,2,3131,288
DARWIN,SYDNEY,Jul-97,12635,118,3155,13997
DEVONPORT,MELBOURNE,Jul-97,9472,424,412,14803
DUBBO,SYDNEY,Jul-97,9470,621,310,16340
GOLD COAST,SYDNEY,Jul-97,104466,1004,680,144289
HOBART,MELBOURNE,Jul-97,53424,546,618,75003
HOBART,SYDNEY,Jul-97,6210,112,1039,10032
KALGOORLIE,PERTH,Jul-97,16144,363,538,28293
KARRATHA,PERTH,Jul-97,14794,335,1250,22471
LAUNCESTON,MELBOURNE,Jul-97,29911,512,476,46651
LAUNCESTON,SYDNEY,Jul-97,4114,95,914,6545
MELBOURNE,BURNIE,Jul-97,7358,354,378,11980
MELBOURNE,GOLD COAST,Jul-97,48126,381,1330,61239
MELBOURNE,MILDURA,Jul-97,8115,372,457,11407
MELBOURNE,NEWCASTLE,Jul-97,1716,238,836,4284
MELBOURNE,PERTH,Jul-97,69545,598,2706,91849
MELBOURNE,SYDNEY,Jul-97,422165,3055,706,591282
PERTH,PORT HEDLAND,Jul-97,10071,265,1312,17397
PERTH,SYDNEY,Jul-97,74295,618,3284,102055
SUNSHINE COAST,MELBOURNE,Jul-97,3168,32,1454,3672
SUNSHINE COAST,SYDNEY,Jul-97,14201,149,837,16971
SYDNEY,TOWNSVILLE,Jul-97,4081,45,1690,5233
SYDNEY,WAGGA WAGGA,Jul-97,10107,426,367,14636
ADELAIDE,ALICE SPRINGS,Aug-97,14651,125,1316,17482
ADELAIDE,BRISBANE,Aug-97,16345,160,1622,19934
ADELAIDE,CANBERRA,Aug-97,8474,132,972,15220
ADELAIDE,DARWIN,Aug-97,14571,142,2619,16567
ADELAIDE,MELBOURNE,Aug-97,109903,1171,643,149365
ADELAIDE,PERTH,Aug-97,31230,371,2120,47451
ADELAIDE,PORT LINCOLN,Aug-97,7536,518,246,12474
ADELAIDE,SYDNEY,Aug-97,89857,964,1167,123540
ALBURY,SYDNEY,Aug-97,10713,414,452,14313
ALICE SPRINGS,DARWIN,Aug-97,18145,187,1305,22167
ALICE SPRINGS,SYDNEY,Aug-97,13335,125,2022,15678
BALLINA,SYDNEY,Aug-97,7151,218,612,11773
BRISBANE,CAIRNS,Aug-97,102833,817,1391,128709
BRISBANE,CANBERRA,Aug-97,17354,297,956,24546
BRISBANE,DARWIN,Aug-97,16047,139,2852,18952
BRISBANE,HAMILTON ISLAND,Aug-97,9036,129,888,11956
BRISBANE,MACKAY,Aug-97,19982,340,797,28314
BRISBANE,MELBOURNE,Aug-97,138113,1355,1381,176516
BRISBANE,NEWCASTLE,Aug-97,2522,277,614,5970
